Year,Economy,Economy Label,Category,Category Label,Inclusive growth,Inclusive growth Footnote,Inclusive growth Missing value
2021,724,"Spain",01,"Economy",33.1,,
2021,724,"Spain",02,"Living conditions",93,,
2021,724,"Spain",03,"Equality",79,,
2021,724,"Spain",04,"Environment",43.4,,
2021,144,"Sri Lanka",00,"Overall index",34.1,,
2021,144,"Sri Lanka",01,"Economy",11.7,,
2021,144,"Sri Lanka",02,"Living conditions",59.9,,
2021,144,"Sri Lanka",03,"Equality",43.7,,
2021,144,"Sri Lanka",04,"Environment",44,,
2021,729,"Sudan",00,"Overall index",8.7,,
2021,729,"Sudan",01,"Economy",2.3,,
2021,729,"Sudan",02,"Living conditions",21.6,,
2021,729,"Sudan",03,"Equality",3.9,,
2021,729,"Sudan",04,"Environment",28.5,,
2021,752,"Sweden",00,"Overall index",72.5,,
2021,752,"Sweden",01,"Economy",55.6,,
2021,752,"Sweden",02,"Living conditions",98.7,,
2021,752,"Sweden",03,"Equality",97,,
2021,752,"Sweden",04,"Environment",51.9,,
2021,757,"Switzerland, Liechtenstein",00,"Overall index",78.1,,
2021,757,"Switzerland, Liechtenstein",01,"Economy",66.7,,
2021,757,"Switzerland, Liechtenstein",02,"Living conditions",94.4,,
2021,757,"Switzerland, Liechtenstein",03,"Equality",95.8,,
2021,757,"Switzerland, Liechtenstein",04,"Environment",61.6,,
2021,762,"Tajikistan",00,"Overall index",21.5,,
2021,762,"Tajikistan",01,"Economy",4.7,,
2021,762,"Tajikistan",02,"Living conditions",44.8,,
2021,762,"Tajikistan",03,"Equality",44.1,,
2021,762,"Tajikistan",04,"Environment",23.2,,
2021,834,"Tanzania, United Republic of",00,"Overall index",29.6,,
2021,834,"Tanzania, United Republic of",01,"Economy",14.6,,
2021,834,"Tanzania, United Republic of",02,"Living conditions",25.2,,
2021,834,"Tanzania, United Republic of",03,"Equality",57.4,,
2021,834,"Tanzania, United Republic of",04,"Environment",36.5,,
2021,764,"Thailand",00,"Overall index",42.2,,
2021,764,"Thailand",01,"Economy",22.8,,
2021,764,"Thailand",02,"Living conditions",77,,
2021,764,"Thailand",03,"Equality",53.9,,
2021,764,"Thailand",04,"Environment",33.4,,
2021,768,"Togo",00,"Overall index",19.5,,
2021,768,"Togo",01,"Economy",7.5,,
2021,768,"Togo",02,"Living conditions",25.2,,
2021,768,"Togo",03,"Equality",22.6,,
2021,768,"Togo",04,"Environment",33.7,,
2021,788,"Tunisia",00,"Overall index",28.3,,
2021,788,"Tunisia",01,"Economy",10.2,,
2021,788,"Tunisia",02,"Living conditions",52.6,,
2021,788,"Tunisia",03,"Equality",39.9,,
2021,788,"Tunisia",04,"Environment",29.9,,
2021,792,"Türkiye",00,"Overall index",37,,
2021,792,"Türkiye",01,"Economy",25.3,,
2021,792,"Türkiye",02,"Living conditions",72.4,,
2021,792,"Türkiye",03,"Equality",35.3,,
2021,792,"Türkiye",04,"Environment",28.8,,
2021,800,"Uganda",00,"Overall index",24.8,,
2021,800,"Uganda",01,"Economy",10.4,,
2021,800,"Uganda",02,"Living conditions",26.6,,
2021,800,"Uganda",03,"Equality",54.1,,
2021,800,"Uganda",04,"Environment",25.2,,
2021,804,"Ukraine",00,"Overall index",32.7,,
2021,804,"Ukraine",01,"Economy",14.2,,
2021,804,"Ukraine",02,"Living conditions",68.7,,
2021,804,"Ukraine",03,"Equality",57.7,,
2021,804,"Ukraine",04,"Environment",20.3,,
2021,784,"United Arab Emirates",00,"Overall index",57.5,,
2021,784,"United Arab Emirates",01,"Economy",66.9,,
2021,784,"United Arab Emirates",02,"Living conditions",86,,
2021,784,"United Arab Emirates",03,"Equality",74.6,,
2021,784,"United Arab Emirates",04,"Environment",25.4,,
2021,926,"United Kingdom",00,"Overall index",68.7,,
2021,926,"United Kingdom",01,"Economy",43.1,,
2021,926,"United Kingdom",02,"Living conditions",93.6,,
2021,926,"United Kingdom",03,"Equality",88.2,,
2021,926,"United Kingdom",04,"Environment",62.6,,
2021,842,"United States of America",00,"Overall index",59.7,,
2021,842,"United States of America",01,"Economy",59,,
2021,842,"United States of America",02,"Living conditions",88.5,,
2021,842,"United States of America",03,"Equality",80.3,,
2021,842,"United States of America",04,"Environment",30.3,,
2021,858,"Uruguay",00,"Overall index",47.1,,
2021,858,"Uruguay",01,"Economy",24.3,,
2021,858,"Uruguay",02,"Living conditions",77.5,,
2021,858,"Uruguay",03,"Equality",70.3,,
2021,858,"Uruguay",04,"Environment",37.1,,
2021,860,"Uzbekistan",00,"Overall index",14.1,,
2021,860,"Uzbekistan",01,"Economy",11.2,,
2021,860,"Uzbekistan",02,"Living conditions",59.8,,
2021,860,"Uzbekistan",03,"Equality",42.1,,
2021,860,"Uzbekistan",04,"Environment",1.4,,
2021,716,"Zimbabwe",00,"Overall index",19.2,,
2021,716,"Zimbabwe",01,"Economy",9.6,,
2021,716,"Zimbabwe",02,"Living conditions",30.6,,
2021,716,"Zimbabwe",03,"Equality",44.8,,
2021,716,"Zimbabwe",04,"Environment",10.3,,
